dist_id,customer_city,seller_city,time_to_deliver,seller_id
474,Austin,Oneida,51,40
475,Austin,Oneonta,51,41
476,Austin,Oswego,51,42
477,Austin,Peekskill,51,43
478,Austin,Plattsburgh,51,44
479,Austin,Port Jervis,51,45
480,Austin,Poughkeepsie,51,46
481,Austin,Rensselaer,51,47
482,Austin,Rochester,51,48
483,Austin,Rome,51,49
484,Austin,Rye,51,50
485,Austin,Salamanca,51,51
486,Austin,Saratoga Springs,51,52
487,Austin,Schenectady,51,53
488,Austin,Sherrill,51,54
489,Austin,Syracuse,51,55
490,Austin,Tonawanda,51,56
491,Austin,Troy,51,57
492,Austin,Utica,51,58
493,Austin,Watertown,51,59
494,Austin,Watervliet,51,60
495,Austin,White Plains,51,61
496,Austin,Yonkers,51,62
497,San Jose,Albany,79,1
498,San Jose,Amsterdam,79,2
499,San Jose,Auburn,79,3
500,San Jose,Batavia,79,4
501,San Jose,Beacon,79,5
502,San Jose,Binghamton,79,6
503,San Jose,Buffalo,79,7
504,San Jose,Canandaigua,79,8
505,San Jose,Cohoes,79,9
506,San Jose,Corning,79,10
507,San Jose,Cortland,79,11
508,San Jose,Dunkirk,79,12
509,San Jose,Elmira,79,13
510,San Jose,Fulton,79,14
511,San Jose,Geneva,79,15
512,San Jose,Glen Cove,79,16
513,San Jose,Glens Falls,79,17
514,San Jose,Gloversville,79,18
515,San Jose,Hornell,79,19
516,San Jose,Hudson,79,20
517,San Jose,Ithaca,79,21
518,San Jose,Jamestown,79,22
519,San Jose,Johnstown,79,23
520,San Jose,Kingston,79,24
521,San Jose,Lackawanna,79,25
522,San Jose,Little Falls,79,26
523,San Jose,Lockport,79,27
524,San Jose,Long Beach,79,28
525,San Jose,Mechanicville,79,29
526,San Jose,Middletown,79,30
527,San Jose,Mount Vernon,79,31
528,San Jose,New Rochelle,79,32
529,San Jose,New York City,79,33
530,San Jose,Newburgh,79,34
531,San Jose,Niagara Falls,79,35
532,San Jose,North Tonawanda,79,36
533,San Jose,Norwich,79,37
534,San Jose,Ogdensburg,79,38
535,San Jose,Olean,79,39
536,San Jose,Oneida,79,40
537,San Jose,Oneonta,79,41
538,San Jose,Oswego,79,42
539,San Jose,Peekskill,79,43
540,San Jose,Plattsburgh,79,44
541,San Jose,Port Jervis,79,45
542,San Jose,Poughkeepsie,79,46
543,San Jose,Rensselaer,79,47
544,San Jose,Rochester,79,48
545,San Jose,Rome,79,49
546,San Jose,Rye,79,50
547,San Jose,Salamanca,79,51
548,San Jose,Saratoga Springs,79,52
549,San Jose,Schenectady,79,53
550,San Jose,Sherrill,79,54
551,San Jose,Syracuse,79,55
552,San Jose,Tonawanda,79,56
553,San Jose,Troy,79,57
554,San Jose,Utica,79,58
555,San Jose,Watertown,79,59
556,San Jose,Watervliet,79,60
557,San Jose,White Plains,79,61
558,San Jose,Yonkers,79,62
559,Fort Worth,Albany,51,1
560,Fort Worth,Amsterdam,51,2
561,Fort Worth,Auburn,51,3
562,Fort Worth,Batavia,51,4
563,Fort Worth,Beacon,51,5
564,Fort Worth,Binghamton,51,6
565,Fort Worth,Buffalo,51,7
566,Fort Worth,Canandaigua,51,8
567,Fort Worth,Cohoes,51,9
568,Fort Worth,Corning,51,10
569,Fort Worth,Cortland,51,11
570,Fort Worth,Dunkirk,51,12
571,Fort Worth,Elmira,51,13
572,Fort Worth,Fulton,51,14
573,Fort Worth,Geneva,51,15
574,Fort Worth,Glen Cove,51,16
575,Fort Worth,Glens Falls,51,17
576,Fort Worth,Gloversville,51,18
577,Fort Worth,Hornell,51,19
578,Fort Worth,Hudson,51,20
579,Fort Worth,Ithaca,51,21
580,Fort Worth,Jamestown,51,22
581,Fort Worth,Johnstown,51,23
582,Fort Worth,Kingston,51,24
583,Fort Worth,Lackawanna,51,25
584,Fort Worth,Little Falls,51,26
585,Fort Worth,Lockport,51,27
586,Fort Worth,Long Beach,51,28
587,Fort Worth,Mechanicville,51,29
588,Fort Worth,Middletown,51,30
589,Fort Worth,Mount Vernon,51,31
590,Fort Worth,New Rochelle,51,32
591,Fort Worth,New York City,51,33
592,Fort Worth,Newburgh,51,34
593,Fort Worth,Niagara Falls,51,35
594,Fort Worth,North Tonawanda,51,36
595,Fort Worth,Norwich,51,37
596,Fort Worth,Ogdensburg,51,38
597,Fort Worth,Olean,51,39
598,Fort Worth,Oneida,51,40
599,Fort Worth,Oneonta,51,41
600,Fort Worth,Oswego,51,42
601,Fort Worth,Peekskill,51,43
602,Fort Worth,Plattsburgh,51,44
603,Fort Worth,Port Jervis,51,45
604,Fort Worth,Poughkeepsie,51,46
605,Fort Worth,Rensselaer,51,47
606,Fort Worth,Rochester,51,48
607,Fort Worth,Rome,51,49
608,Fort Worth,Rye,51,50
609,Fort Worth,Salamanca,51,51
610,Fort Worth,Saratoga Springs,51,52
611,Fort Worth,Schenectady,51,53
612,Fort Worth,Sherrill,51,54
613,Fort Worth,Syracuse,51,55
614,Fort Worth,Tonawanda,51,56
615,Fort Worth,Troy,51,57
616,Fort Worth,Utica,51,58
617,Fort Worth,Watertown,51,59
618,Fort Worth,Watervliet,51,60
619,Fort Worth,White Plains,51,61
620,Fort Worth,Yonkers,51,62
621,Jacksonville,Albany,33,1
622,Jacksonville,Amsterdam,33,2
623,Jacksonville,Auburn,33,3
624,Jacksonville,Batavia,33,4
625,Jacksonville,Beacon,33,5
626,Jacksonville,Binghamton,33,6
627,Jacksonville,Buffalo,33,7
628,Jacksonville,Canandaigua,33,8
629,Jacksonville,Cohoes,33,9
630,Jacksonville,Corning,33,10
631,Jacksonville,Cortland,33,11
632,Jacksonville,Dunkirk,33,12
633,Jacksonville,Elmira,33,13
634,Jacksonville,Fulton,33,14
635,Jacksonville,Geneva,33,15
636,Jacksonville,Glen Cove,33,16
637,Jacksonville,Glens Falls,33,17
638,Jacksonville,Gloversville,33,18
639,Jacksonville,Hornell,33,19
640,Jacksonville,Hudson,33,20
641,Jacksonville,Ithaca,33,21
642,Jacksonville,Jamestown,33,22
643,Jacksonville,Johnstown,33,23
644,Jacksonville,Kingston,33,24
645,Jacksonville,Lackawanna,33,25
646,Jacksonville,Little Falls,33,26
647,Jacksonville,Lockport,33,27
648,Jacksonville,Long Beach,33,28
649,Jacksonville,Mechanicville,33,29
650,Jacksonville,Middletown,33,30
651,Jacksonville,Mount Vernon,33,31
652,Jacksonville,New Rochelle,33,32
653,Jacksonville,New York City,33,33
654,Jacksonville,Newburgh,33,34
655,Jacksonville,Niagara Falls,33,35
656,Jacksonville,North Tonawanda,33,36
657,Jacksonville,Norwich,33,37
658,Jacksonville,Ogdensburg,33,38
659,Jacksonville,Olean,33,39
660,Jacksonville,Oneida,33,40
661,Jacksonville,Oneonta,33,41
662,Jacksonville,Oswego,33,42
663,Jacksonville,Peekskill,33,43
664,Jacksonville,Plattsburgh,33,44
665,Jacksonville,Port Jervis,33,45
666,Jacksonville,Poughkeepsie,33,46
667,Jacksonville,Rensselaer,33,47
668,Jacksonville,Rochester,33,48
669,Jacksonville,Rome,33,49
670,Jacksonville,Rye,33,50
671,Jacksonville,Salamanca,33,51
672,Jacksonville,Saratoga Springs,33,52
673,Jacksonville,Schenectady,33,53
674,Jacksonville,Sherrill,33,54
675,Jacksonville,Syracuse,33,55
676,Jacksonville,Tonawanda,33,56
677,Jacksonville,Troy,33,57
678,Jacksonville,Utica,33,58
679,Jacksonville,Watertown,33,59
680,Jacksonville,Watervliet,33,60
681,Jacksonville,White Plains,33,61
682,Jacksonville,Yonkers,33,62
683,Charlotte,Albany,15,1
684,Charlotte,Amsterdam,15,2
685,Charlotte,Auburn,15,3
686,Charlotte,Batavia,15,4
687,Charlotte,Beacon,15,5
688,Charlotte,Binghamton,15,6
689,Charlotte,Buffalo,15,7
690,Charlotte,Canandaigua,15,8
691,Charlotte,Cohoes,15,9
692,Charlotte,Corning,15,10
693,Charlotte,Cortland,15,11
694,Charlotte,Dunkirk,15,12
695,Charlotte,Elmira,15,13
696,Charlotte,Fulton,15,14
697,Charlotte,Geneva,15,15
698,Charlotte,Glen Cove,15,16
699,Charlotte,Glens Falls,15,17
700,Charlotte,Gloversville,15,18
701,Charlotte,Hornell,15,19
702,Charlotte,Hudson,15,20
703,Charlotte,Ithaca,15,21
704,Charlotte,Jamestown,15,22
705,Charlotte,Johnstown,15,23
706,Charlotte,Kingston,15,24
707,Charlotte,Lackawanna,15,25
708,Charlotte,Little Falls,15,26
709,Charlotte,Lockport,15,27
710,Charlotte,Long Beach,15,28
711,Charlotte,Mechanicville,15,29
712,Charlotte,Middletown,15,30
713,Charlotte,Mount Vernon,15,31
714,Charlotte,New Rochelle,15,32
715,Charlotte,New York City,15,33
716,Charlotte,Newburgh,15,34
717,Charlotte,Niagara Falls,15,35
718,Charlotte,North Tonawanda,15,36
719,Charlotte,Norwich,15,37
720,Charlotte,Ogdensburg,15,38
721,Charlotte,Olean,15,39
722,Charlotte,Oneida,15,40
723,Charlotte,Oneonta,15,41
724,Charlotte,Oswego,15,42
725,Charlotte,Peekskill,15,43
726,Charlotte,Plattsburgh,15,44
727,Charlotte,Port Jervis,15,45
728,Charlotte,Poughkeepsie,15,46
729,Charlotte,Rensselaer,15,47
730,Charlotte,Rochester,15,48
731,Charlotte,Rome,15,49
732,Charlotte,Rye,15,50
733,Charlotte,Salamanca,15,51
734,Charlotte,Saratoga Springs,15,52
735,Charlotte,Schenectady,15,53
736,Charlotte,Sherrill,15,54
737,Charlotte,Syracuse,15,55
738,Charlotte,Tonawanda,15,56
739,Charlotte,Troy,15,57
740,Charlotte,Utica,15,58
741,Charlotte,Watertown,15,59
742,Charlotte,Watervliet,15,60
743,Charlotte,White Plains,15,61
744,Charlotte,Yonkers,15,62
745,Columbus,Albany,16,1
746,Columbus,Amsterdam,16,2
747,Columbus,Auburn,16,3
748,Columbus,Batavia,16,4
749,Columbus,Beacon,16,5
750,Columbus,Binghamton,16,6
751,Columbus,Buffalo,16,7
752,Columbus,Canandaigua,16,8
753,Columbus,Cohoes,16,9
754,Columbus,Corning,16,10
755,Columbus,Cortland,16,11
756,Columbus,Dunkirk,16,12
757,Columbus,Elmira,16,13
758,Columbus,Fulton,16,14
759,Columbus,Geneva,16,15
760,Columbus,Glen Cove,16,16
761,Columbus,Glens Falls,16,17
762,Columbus,Gloversville,16,18
763,Columbus,Hornell,16,19
764,Columbus,Hudson,16,20
765,Columbus,Ithaca,16,21
766,Columbus,Jamestown,16,22
767,Columbus,Johnstown,16,23
768,Columbus,Kingston,16,24
769,Columbus,Lackawanna,16,25
770,Columbus,Little Falls,16,26
771,Columbus,Lockport,16,27
772,Columbus,Long Beach,16,28
773,Columbus,Mechanicville,16,29
774,Columbus,Middletown,16,30
775,Columbus,Mount Vernon,16,31
776,Columbus,New Rochelle,16,32
777,Columbus,New York City,16,33
778,Columbus,Newburgh,16,34
779,Columbus,Niagara Falls,16,35
780,Columbus,North Tonawanda,16,36
781,Columbus,Norwich,16,37
782,Columbus,Ogdensburg,16,38
783,Columbus,Olean,16,39
784,Columbus,Oneida,16,40
785,Columbus,Oneonta,16,41
786,Columbus,Oswego,16,42
787,Columbus,Peekskill,16,43
788,Columbus,Plattsburgh,16,44
789,Columbus,Port Jervis,16,45
790,Columbus,Poughkeepsie,16,46
791,Columbus,Rensselaer,16,47
792,Columbus,Rochester,16,48
793,Columbus,Rome,16,49
794,Columbus,Rye,16,50
795,Columbus,Salamanca,16,51
796,Columbus,Saratoga Springs,16,52
797,Columbus,Schenectady,16,53
798,Columbus,Sherrill,16,54
799,Columbus,Syracuse,16,55
